ATM Name,Transaction Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence
Christ College ATM,02-11-2011,97,39,58,417400,129900,287500,Wednesday,NH,W,WWW
Christ College ATM,03-11-2011,110,49,61,473000,173500,299500,Thursday,NH,W,WWW
Christ College ATM,04-11-2011,93,70,23,463400,329600,133800,Friday,NH,W,WWH
Christ College ATM,05-11-2011,122,79,43,484500,286100,198400,Saturday,NH,H,WHH
Christ College ATM,06-11-2011,83,32,51,326100,161900,164200,Sunday,NH,H,HHH
Christ College ATM,07-11-2011,56,33,23,161400,92500,68900,Monday,M,H,HHW
Christ College ATM,08-11-2011,97,43,54,442500,170500,272000,Tuesday,NH,W,HWW
Christ College ATM,09-11-2011,101,41,60,412700,201100,211600,Wednesday,NH,W,WWW
Christ College ATM,10-11-2011,81,46,35,319000,220700,98300,Thursday,NH,W,WWW
Christ College ATM,11-11-2011,97,42,55,412300,190000,222300,Friday,NH,W,WWH
Christ College ATM,12-11-2011,76,48,28,351100,222600,128500,Saturday,NH,H,WHH
Christ College ATM,13-11-2011,71,38,33,218200,125700,92500,Sunday,NH,H,HHW
Christ College ATM,14-11-2011,75,38,37,359900,212700,147200,Monday,NH,W,HWW
Christ College ATM,15-11-2011,96,50,46,421300,235200,186100,Tuesday,NH,W,WWW
Christ College ATM,16-11-2011,64,33,31,243700,167500,76200,Wednesday,NH,W,WWW
Christ College ATM,17-11-2011,88,56,32,355800,260600,95200,Thursday,NH,W,WWW
Christ College ATM,18-11-2011,61,35,26,204700,139400,65300,Friday,NH,W,WWH
Christ College ATM,19-11-2011,83,54,29,346900,278200,68700,Saturday,NH,H,WHH
Christ College ATM,20-11-2011,54,29,25,153700,70600,83100,Sunday,NH,H,HHW
Christ College ATM,21-11-2011,68,38,30,225500,109300,116200,Monday,NH,W,HWW
Christ College ATM,22-11-2011,81,46,35,351500,219000,132500,Tuesday,NH,W,WWW
Christ College ATM,23-11-2011,71,42,29,247800,156400,91400,Wednesday,NH,W,WWW
Christ College ATM,24-11-2011,72,44,28,268100,186200,81900,Thursday,NH,W,WWW
Christ College ATM,25-11-2011,62,36,26,240300,175400,64900,Friday,NH,W,WWH
Christ College ATM,26-11-2011,60,39,21,283300,214500,68800,Saturday,NH,H,WHH
Christ College ATM,27-11-2011,42,27,15,123000,85700,37300,Sunday,NH,H,HHW
Christ College ATM,28-11-2011,79,42,37,298300,145000,153300,Monday,NH,W,HWW
Christ College ATM,29-11-2011,91,57,34,458900,321700,137200,Tuesday,NH,W,WWW
Christ College ATM,30-11-2011,71,38,33,340400,203000,137400,Wednesday,NH,W,WWW
Christ College ATM,01-12-2011,86,38,48,411900,193700,218200,Thursday,NH,W,WWW
Christ College ATM,02-12-2011,83,52,31,365500,236100,129400,Friday,NH,W,WWH
Christ College ATM,03-12-2011,111,76,35,527700,345300,182400,Saturday,NH,H,WHH
Christ College ATM,04-12-2011,71,39,32,294800,195300,99500,Sunday,NH,H,HHW
Christ College ATM,05-12-2011,93,49,44,429600,236800,192800,Monday,NH,W,HWH
Christ College ATM,06-12-2011,95,40,55,420800,183700,237100,Tuesday,M,H,WHW
Christ College ATM,07-12-2011,107,56,51,493300,274800,218500,Wednesday,NH,W,HWW
Christ College ATM,08-12-2011,78,43,35,356500,189200,167300,Thursday,NH,W,WWW
Christ College ATM,09-12-2011,98,54,44,414700,257600,157100,Friday,NH,W,WWH
Christ College ATM,10-12-2011,100,55,45,384600,210600,174000,Saturday,NH,H,WHH
Christ College ATM,11-12-2011,41,13,28,131400,48400,83000,Sunday,NH,H,HHW
Christ College ATM,12-12-2011,82,42,40,329000,182500,146500,Monday,NH,W,HWW
Christ College ATM,13-12-2011,97,54,43,398600,275500,123100,Tuesday,NH,W,WWW
Christ College ATM,14-12-2011,72,54,18,281900,231500,50400,Wednesday,NH,W,WWW
Christ College ATM,15-12-2011,77,56,21,319100,270400,48700,Thursday,NH,W,WWW
Christ College ATM,16-12-2011,72,31,41,279600,111400,168200,Friday,NH,W,WWH
Christ College ATM,17-12-2011,62,44,18,279300,212200,67100,Saturday,NH,H,WHH
Christ College ATM,18-12-2011,44,26,18,184300,128800,55500,Sunday,NH,H,HHW
Christ College ATM,19-12-2011,60,32,28,183500,116000,67500,Monday,NH,W,HWW
Christ College ATM,20-12-2011,52,31,21,178600,125400,53200,Tuesday,NH,W,WWW
Christ College ATM,21-12-2011,76,57,19,343100,278000,65100,Wednesday,NH,W,WWW
Christ College ATM,22-12-2011,42,29,13,142900,117900,25000,Thursday,NH,W,WWW
Christ College ATM,23-12-2011,88,41,47,321100,198700,122400,Friday,NH,W,WWH
Christ College ATM,24-12-2011,90,51,39,356700,253100,103600,Saturday,NH,H,WHH
Christ College ATM,25-12-2011,61,39,22,254600,213400,41200,Sunday,C,H,HHW
Christ College ATM,26-12-2011,80,37,43,355800,183700,172100,Monday,NH,W,HWW
Christ College ATM,27-12-2011,65,30,35,232500,112800,119700,Tuesday,NH,W,WWW
Christ College ATM,28-12-2011,75,32,43,279900,99400,180500,Wednesday,NH,W,WWW
Christ College ATM,29-12-2011,63,34,29,334300,196800,137500,Thursday,NH,W,WWW
Christ College ATM,30-12-2011,61,35,26,336200,258700,77500,Friday,NH,W,WWH
Christ College ATM,31-12-2011,117,52,65,549000,289100,259900,Saturday,NH,H,WHH
Christ College ATM,01-01-2012,103,33,70,356200,123300,232900,SUNDAY,C,H,HHW
Christ College ATM,02-01-2012,127,65,62,559700,314400,245300,SUNDAY,C,H,HHW
Christ College ATM,03-01-2012,127,66,61,557100,315800,241300,SUNDAY,C,H,HHW
Christ College ATM,04-01-2012,105,47,58,430500,195200,235300,SUNDAY,C,H,HHW
Christ College ATM,05-01-2012,92,45,47,408000,224900,183100,SUNDAY,C,H,HHW
Christ College ATM,06-01-2012,148,67,81,592900,304800,288100,SUNDAY,C,H,HHW
Christ College ATM,07-01-2012,132,49,83,656600,245300,411300,SATURDAY,NH,H,WHH
Christ College ATM,08-01-2012,90,32,58,317000,149100,167900,SUNDAY,NH,H,HHW
Christ College ATM,09-01-2012,122,59,63,569900,291200,278700,SUNDAY,NH,H,HHW
Christ College ATM,10-01-2012,121,64,57,593300,337400,255900,SUNDAY,NH,H,HHW
Christ College ATM,11-01-2012,102,54,48,412400,219700,192700,SUNDAY,NH,H,HHW
Christ College ATM,12-01-2012,117,60,57,524500,259200,265300,SUNDAY,NH,H,HHW
Christ College ATM,13-01-2012,96,51,45,538100,343800,194300,SUNDAY,NH,H,HHW
Christ College ATM,14-01-2012,131,72,59,623900,411700,212200,SATURDAY,NH,H,WHH
Christ College ATM,15-01-2012,68,33,35,225700,147400,78300,SUNDAY,H,H,HHH
Christ College ATM,16-01-2012,32,17,15,114700,78900,35800,MONDAY,H,H,HHH
Christ College ATM,17-01-2012,65,23,42,194800,66800,128000,TUESDAY,H,H,HHW
Christ College ATM,18-01-2012,101,65,36,537600,379300,158300,TUESDAY,H,H,HHW
Christ College ATM,19-01-2012,101,60,41,402700,239500,163200,TUESDAY,H,H,HHW
Christ College ATM,20-01-2012,90,45,45,392300,245300,147000,TUESDAY,H,H,HHW
Christ College ATM,21-01-2012,109,55,54,481500,277100,204400,SATURDAY,NH,H,WHH
Christ College ATM,22-01-2012,161,46,115,440500,115900,324600,SUNDAY,NH,H,HHW
Christ College ATM,23-01-2012,101,45,56,321500,146300,175200,SUNDAY,NH,H,HHW
Christ College ATM,24-01-2012,79,51,28,341200,251800,89400,SUNDAY,NH,H,HHW
Christ College ATM,25-01-2012,81,52,29,370800,254700,116100,SUNDAY,NH,H,HHW
Christ College ATM,26-01-2012,83,46,37,308700,173500,135200,THURSDAY,N,H,WHW
Christ College ATM,27-01-2012,87,49,38,484300,294600,189700,THURSDAY,N,H,WHW
Christ College ATM,28-01-2012,113,49,64,477400,217200,260200,SATURDAY,NH,H,WHH
Christ College ATM,29-01-2012,111,44,67,429300,211900,217400,SUNDAY,NH,H,HHW
Christ College ATM,30-01-2012,97,50,47,469200,231200,238000,SUNDAY,NH,H,HHW
Christ College ATM,31-01-2012,86,57,29,376100,312400,63700,SUNDAY,NH,H,HHW
Christ College ATM,01-02-2012,114,50,64,499600,179800,319800,SUNDAY,NH,H,HHW
Christ College ATM,02-02-2012,72,33,39,397300,187800,209500,SUNDAY,NH,H,HHW
Christ College ATM,03-02-2012,116,53,63,547200,281100,266100,SUNDAY,NH,H,HHW
Christ College ATM,04-02-2012,132,61,71,632400,353800,278600,SATURDAY,NH,H,WHH
Christ College ATM,05-02-2012,67,33,34,279600,146700,132900,SUNDAY,M,H,HHW
Christ College ATM,06-02-2012,116,59,57,511300,294700,216600,SUNDAY,M,H,HHW
Christ College ATM,07-02-2012,129,60,69,591400,352300,239100,SUNDAY,M,H,HHW
Christ College ATM,08-02-2012,125,50,75,594600,269200,325400,SUNDAY,M,H,HHW
Christ College ATM,09-02-2012,118,37,81,428300,132500,295800,SUNDAY,M,H,HHW
Christ College ATM,10-02-2012,157,61,96,694700,323800,370900,SUNDAY,M,H,HHW
Christ College ATM,11-02-2012,101,53,48,482100,339600,142500,SATURDAY,NH,H,WHH
Christ College ATM,12-02-2012,71,36,35,258900,180300,78600,SUNDAY,NH,H,HHW
Christ College ATM,13-02-2012,116,58,58,581400,351300,230100,SUNDAY,NH,H,HHW
Christ College ATM,14-02-2012,92,40,52,263500,128600,134900,SUNDAY,NH,H,HHW
Christ College ATM,15-02-2012,105,45,60,362200,192800,169400,SUNDAY,NH,H,HHW
Christ College ATM,16-02-2012,54,27,27,212600,151300,61300,SUNDAY,NH,H,HHW
Christ College ATM,17-02-2012,66,38,28,358600,292800,65800,SUNDAY,NH,H,HHW
Christ College ATM,18-02-2012,90,51,39,399600,262800,136800,SATURDAY,NH,H,WHH
Christ College ATM,19-02-2012,70,25,45,225200,72800,152400,SUNDAY,NH,H,HHW
Christ College ATM,20-02-2012,127,41,86,503400,169400,334000,SUNDAY,NH,H,HHW
Christ College ATM,21-02-2012,97,44,53,345900,179200,166700,SUNDAY,NH,H,HHW
Christ College ATM,22-02-2012,113,60,53,506800,300000,206800,SUNDAY,NH,H,HHW
Christ College ATM,23-02-2012,114,76,38,613900,504900,109000,SUNDAY,NH,H,HHW
Christ College ATM,24-02-2012,101,59,42,362000,255600,106400,SUNDAY,NH,H,HHW
Christ College ATM,25-02-2012,93,55,38,456000,318900,137100,SATURDAY,NH,H,WHH
Christ College ATM,26-02-2012,60,28,32,179400,104000,75400,SUNDAY,NH,H,HHW
Christ College ATM,27-02-2012,73,42,31,360300,234500,125800,SUNDAY,NH,H,HHW
Christ College ATM,28-02-2012,83,40,43,298700,179500,119200,SUNDAY,NH,H,HHW
Christ College ATM,29-02-2012,96,54,42,367000,201800,165200,SUNDAY,NH,H,HHW
Christ College ATM,01-03-2012,74,39,35,386800,222000,164800,SUNDAY,NH,H,HHW
Christ College ATM,02-03-2012,99,52,47,483200,256100,227100,SUNDAY,NH,H,HHW
Christ College ATM,03-03-2012,95,38,57,428900,152000,276900,SATURDAY,NH,H,WHH
Christ College ATM,04-03-2012,74,26,48,315500,90900,224600,SUNDAY,NH,H,HHW
Christ College ATM,05-03-2012,176,74,102,928400,486800,441600,SUNDAY,NH,H,HHW
Christ College ATM,06-03-2012,110,54,56,501000,278600,222400,SUNDAY,NH,H,HHW
Christ College ATM,07-03-2012,117,50,67,600100,305900,294200,SUNDAY,NH,H,HHW
Christ College ATM,08-03-2012,108,62,46,457000,292300,164700,SUNDAY,NH,H,HHW
Christ College ATM,09-03-2012,83,34,49,362800,191700,171100,SUNDAY,NH,H,HHW
Christ College ATM,10-03-2012,94,51,43,461200,288500,172700,SATURDAY,NH,H,WHH
Christ College ATM,11-03-2012,62,25,37,235000,96600,138400,SUNDAY,NH,H,HHW
Christ College ATM,12-03-2012,97,42,55,420500,165300,255200,SUNDAY,NH,H,HHW
Christ College ATM,13-03-2012,112,42,70,452200,220000,232200,SUNDAY,NH,H,HHW
Christ College ATM,14-03-2012,104,39,65,401300,174800,226500,SUNDAY,NH,H,HHW
Christ College ATM,15-03-2012,105,56,49,451600,303600,148000,SUNDAY,NH,H,HHW
Christ College ATM,16-03-2012,111,54,57,408700,220800,187900,SUNDAY,NH,H,HHW
Christ College ATM,17-03-2012,105,57,48,588800,365500,223300,SATURDAY,NH,H,WHH
Christ College ATM,18-03-2012,91,38,53,271300,150500,120800,SUNDAY,NH,H,HHW
Christ College ATM,19-03-2012,140,78,62,652400,459400,193000,SUNDAY,NH,H,HHW
Christ College ATM,20-03-2012,108,49,59,449000,304300,144700,SUNDAY,NH,H,HHW
Christ College ATM,21-03-2012,137,68,69,557800,376200,181600,SUNDAY,NH,H,HHW
Christ College ATM,22-03-2012,109,61,48,495600,356300,139300,SUNDAY,NH,H,HHW
Christ College ATM,23-03-2012,79,33,46,368200,239600,128600,FRIDAY,H,H,WHH
Christ College ATM,24-03-2012,98,50,48,451800,269400,182400,SATURDAY,NH,H,HHH
Christ College ATM,25-03-2012,84,36,48,317600,174100,143500,SUNDAY,NH,H,HHW
Christ College ATM,26-03-2012,108,63,45,614400,368900,245500,SUNDAY,NH,H,HHW
Christ College ATM,27-03-2012,97,46,51,387500,202500,185000,SUNDAY,NH,H,HHW
Christ College ATM,28-03-2012,95,60,35,441500,339800,101700,SUNDAY,NH,H,HHW
Christ College ATM,29-03-2012,89,51,38,378500,244900,133600,SUNDAY,NH,H,HHW
Christ College ATM,30-03-2012,100,61,39,459000,326300,132700,SUNDAY,NH,H,HHW
Christ College ATM,31-03-2012,104,71,33,505000,398700,106300,SATURDAY,NH,H,WHH
Christ College ATM,01-04-2012,96,43,53,511100,257600,253500,SUNDAY,NH,H,HHW
Christ College ATM,02-04-2012,108,32,76,358300,106500,251800,SUNDAY,NH,H,HHW
Christ College ATM,03-04-2012,143,66,77,647100,381700,265400,SUNDAY,NH,H,HHW
Christ College ATM,04-04-2012,95,52,43,500000,280900,219100,SUNDAY,NH,H,HHW
Christ College ATM,05-04-2012,69,32,37,273700,132100,141600,THURSDAY,H,H,WHH
Christ College ATM,06-04-2012,44,25,19,216200,117200,99000,FRIDAY,C,H,HHH
Christ College ATM,07-04-2012,81,66,15,447700,391100,56600,SATURDAY,NH,H,HHH
Christ College ATM,08-04-2012,60,42,18,457200,363700,93500,SUNDAY,NH,H,HHW
Christ College ATM,09-04-2012,95,77,18,494100,420200,73900,SUNDAY,NH,H,HHW
Christ College ATM,10-04-2012,89,58,31,444200,353000,91200,SUNDAY,NH,H,HHW
Christ College ATM,11-04-2012,72,52,20,412400,332800,79600,SUNDAY,NH,H,HHW
Christ College ATM,12-04-2012,60,46,14,291500,250100,41400,SUNDAY,NH,H,HHW
Christ College ATM,13-04-2012,76,40,36,431900,264000,167900,FRIDAY,H,H,WHH
Christ College ATM,14-04-2012,64,53,11,424500,385900,38600,SATURDAY,NH,H,HHH
Christ College ATM,15-04-2012,51,33,18,324000,257000,67000,SUNDAY,NH,H,HHW
Christ College ATM,16-04-2012,46,30,16,177500,129900,47600,SUNDAY,NH,H,HHW
Christ College ATM,17-04-2012,30,18,12,177300,132800,44500,SUNDAY,NH,H,HHW
Christ College ATM,18-04-2012,30,24,6,177500,154700,22800,SUNDAY,NH,H,HHW
Christ College ATM,19-04-2012,109,66,43,540800,399300,141500,SUNDAY,NH,H,HHW
Christ College ATM,20-04-2012,110,52,58,531200,366100,165100,SUNDAY,NH,H,HHW
Christ College ATM,21-04-2012,112,48,64,587100,331500,255600,SATURDAY,NH,H,WHH
Christ College ATM,22-04-2012,59,29,30,227100,110200,116900,SUNDAY,NH,H,HHW
Christ College ATM,23-04-2012,34,22,12,122200,107900,14300,SUNDAY,NH,H,HHW
Christ College ATM,24-04-2012,3,3,0,42700,42700,0,SUNDAY,NH,H,HHW
Christ College ATM,25-04-2012,18,12,6,36100,24900,11200,SUNDAY,NH,H,HHW
Christ College ATM,26-04-2012,58,37,21,266600,190800,75800,SUNDAY,NH,H,HHW
Christ College ATM,27-04-2012,71,36,35,337000,215000,122000,SUNDAY,NH,H,HHW
Christ College ATM,28-04-2012,88,60,28,408400,302400,106000,SATURDAY,NH,H,WHH
Christ College ATM,29-04-2012,26,18,8,95700,83700,12000,SUNDAY,NH,H,HHW
Christ College ATM,30-04-2012,68,38,30,255600,185300,70300,SUNDAY,NH,H,HHW
Christ College ATM,01-05-2012,42,24,18,252900,218800,34100,TUESDAY,N,H,WHW
Christ College ATM,02-05-2012,73,56,17,428300,340200,88100,TUESDAY,N,H,WHW
Christ College ATM,03-05-2012,59,44,15,344800,284200,60600,TUESDAY,N,H,WHW
Christ College ATM,04-05-2012,63,57,6,345400,308600,36800,TUESDAY,N,H,WHW
Christ College ATM,05-05-2012,62,56,6,394700,373800,20900,SATURDAY,NH,H,WHH
Christ College ATM,06-05-2012,39,32,7,219200,200100,19100,SUNDAY,NH,H,HHW
Christ College ATM,07-05-2012,87,85,2,536000,534400,1600,SUNDAY,NH,H,HHW
Christ College ATM,08-05-2012,95,47,48,489900,339000,150900,SUNDAY,NH,H,HHW
Christ College ATM,09-05-2012,67,38,29,396700,243200,153500,SUNDAY,NH,H,HHW
Christ College ATM,10-05-2012,46,31,15,230800,159200,71600,SUNDAY,NH,H,HHW
Christ College ATM,11-05-2012,70,55,15,310000,256200,53800,SUNDAY,NH,H,HHW
Christ College ATM,12-05-2012,99,44,55,454900,222400,232500,SATURDAY,NH,H,WHH
Christ College ATM,13-05-2012,69,28,41,200500,77600,122900,SUNDAY,NH,H,HHW
Christ College ATM,14-05-2012,66,38,28,394600,316800,77800,SUNDAY,NH,H,HHW
Christ College ATM,15-05-2012,130,63,67,567300,348200,219100,SUNDAY,NH,H,HHW
Christ College ATM,16-05-2012,59,31,28,215600,144500,71100,SUNDAY,NH,H,HHW
Christ College ATM,17-05-2012,78,50,28,259200,182100,77100,SUNDAY,NH,H,HHW
Christ College ATM,18-05-2012,63,44,19,358200,273200,85000,SUNDAY,NH,H,HHW
Christ College ATM,19-05-2012,86,48,38,384000,204600,179400,SUNDAY,NH,H,HHW
Christ College ATM,20-05-2012,27,25,2,73600,70600,3000,SUNDAY,NH,H,WHH
Christ College ATM,21-05-2012,59,53,6,257700,248500,9200,MONDAY,NH,H,HHW
Christ College ATM,22-05-2012,47,39,8,214600,195300,19300,MONDAY,NH,H,HHW
Christ College ATM,23-05-2012,54,22,32,206800,99000,107800,MONDAY,NH,H,HHW
Christ College ATM,24-05-2012,68,40,28,306400,206600,99800,MONDAY,NH,H,HHW
Christ College ATM,25-05-2012,81,52,29,392200,279500,112700,MONDAY,NH,H,HHW
Christ College ATM,26-05-2012,82,55,27,408100,318700,89400,SATURDAY,NH,H,WHH
Christ College ATM,27-05-2012,68,31,37,249300,93800,155500,SUNDAY,NH,H,HHW
Christ College ATM,28-05-2012,71,37,34,276100,150700,125400,SUNDAY,NH,H,HHW
Christ College ATM,29-05-2012,98,53,45,391500,243100,148400,SUNDAY,NH,H,HHW
Christ College ATM,30-05-2012,111,40,71,466500,210300,256200,SUNDAY,NH,H,HHW
Christ College ATM,31-05-2012,79,47,32,339500,238000,101500,SUNDAY,NH,H,HHW
Christ College ATM,01-06-2012,47,37,10,306000,283000,23000,SUNDAY,NH,H,HHW
Christ College ATM,02-06-2012,70,63,7,440200,428000,12200,SATURDAY,NH,H,WHH
Christ College ATM,03-06-2012,24,21,3,107700,106900,800,SUNDAY,NH,H,HHW
Christ College ATM,04-06-2012,29,27,2,81900,80700,1200,SUNDAY,NH,H,HHW
Christ College ATM,05-06-2012,63,51,12,384100,307300,76800,SUNDAY,NH,H,HHW
Christ College ATM,06-06-2012,79,45,34,388300,234700,153600,SUNDAY,NH,H,HHW
Christ College ATM,07-06-2012,175,42,133,901400,236200,665200,SUNDAY,NH,H,HHW
Christ College ATM,08-06-2012,51,10,41,154900,12500,142400,SUNDAY,NH,H,HHW
Christ College ATM,09-06-2012,60,23,37,228600,117900,110700,SATURDAY,NH,H,WHH
Christ College ATM,10-06-2012,37,9,28,175400,115200,60200,SUNDAY,NH,H,HHW
Christ College ATM,11-06-2012,42,27,15,95900,44900,51000,SUNDAY,NH,H,HHW
Christ College ATM,12-06-2012,110,35,75,468000,130200,337800,SUNDAY,NH,H,HHW
Christ College ATM,13-06-2012,32,18,14,141900,84200,57700,SUNDAY,NH,H,HHW
Christ College ATM,14-06-2012,148,40,108,637000,188600,448400,SUNDAY,NH,H,HHW
Christ College ATM,15-06-2012,94,47,47,426500,285200,141300,SUNDAY,NH,H,HHW
Christ College ATM,16-06-2012,69,39,30,268800,173900,94900,SATURDAY,NH,H,WHH
Christ College ATM,17-06-2012,78,29,49,288200,116900,171300,SUNDAY,NH,H,HHW
Christ College ATM,18-06-2012,101,57,44,531400,340300,191100,SUNDAY,NH,H,HHW
Christ College ATM,19-06-2012,94,44,50,425300,203600,221700,SUNDAY,NH,H,HHW
Christ College ATM,20-06-2012,68,41,27,223700,161800,61900,SUNDAY,NH,H,HHW
Christ College ATM,21-06-2012,114,10,104,435700,35900,399800,SUNDAY,NH,H,HHW
Christ College ATM,22-06-2012,54,25,29,196400,84700,111700,SUNDAY,NH,H,HHW
Christ College ATM,23-06-2012,118,56,62,520400,339500,180900,SATURDAY,NH,H,WHH
Christ College ATM,24-06-2012,53,22,31,247400,102700,144700,SUNDAY,NH,H,HHW
Christ College ATM,25-06-2012,72,48,24,263700,168500,95200,SUNDAY,NH,H,HHW
Christ College ATM,26-06-2012,70,48,22,239700,180200,59500,SUNDAY,NH,H,HHW
Christ College ATM,27-06-2012,81,38,43,326500,158800,167700,SUNDAY,NH,H,HHW
Christ College ATM,28-06-2012,85,58,27,364500,273400,91100,SUNDAY,NH,H,HHW
Christ College ATM,29-06-2012,58,23,35,199100,83600,115500,SUNDAY,NH,H,HHW
Christ College ATM,30-06-2012,91,62,29,448000,315800,132200,SATURDAY,NH,H,WHH
Christ College ATM,01-07-2012,111,40,71,446800,167700,279100,SUNDAY,NH,H,HHW
Christ College ATM,02-07-2012,104,50,54,554000,301200,252800,SUNDAY,NH,H,HHW
Christ College ATM,03-07-2012,117,62,55,649700,400900,248800,SUNDAY,NH,H,HHW
Christ College ATM,04-07-2012,88,39,49,491000,204600,286400,SUNDAY,NH,H,HHW
Christ College ATM,05-07-2012,129,54,75,504000,194700,309300,SUNDAY,NH,H,HHW
Christ College ATM,06-07-2012,118,44,74,505300,166100,339200,SUNDAY,NH,H,HHW
Christ College ATM,07-07-2012,90,54,36,432100,326500,105600,SATURDAY,NH,H,WHH
Christ College ATM,08-07-2012,68,27,41,423500,134700,288800,SUNDAY,NH,H,HHW
Christ College ATM,09-07-2012,144,53,91,544200,242900,301300,SUNDAY,NH,H,HHW
Christ College ATM,10-07-2012,74,44,30,298300,183100,115200,SUNDAY,NH,H,HHW
Christ College ATM,11-07-2012,83,48,35,373500,248200,125300,SUNDAY,NH,H,HHW
Christ College ATM,12-07-2012,97,55,42,389300,240500,148800,SUNDAY,NH,H,HHW
Christ College ATM,13-07-2012,79,53,26,373200,291400,81800,SUNDAY,NH,H,HHW
Christ College ATM,14-07-2012,116,62,54,601600,421600,180000,SATURDAY,NH,H,WHH
Christ College ATM,15-07-2012,56,24,32,129500,69100,60400,SUNDAY,NH,H,HHW
Christ College ATM,16-07-2012,37,21,16,194600,138100,56500,SUNDAY,NH,H,HHW
Christ College ATM,17-07-2012,82,37,45,313500,171800,141700,SUNDAY,NH,H,HHW
Christ College ATM,18-07-2012,85,40,45,401300,208300,193000,SUNDAY,NH,H,HHW
Christ College ATM,19-07-2012,54,35,19,234300,176700,57600,SUNDAY,NH,H,HHW
Christ College ATM,20-07-2012,91,57,34,461700,329100,132600,SUNDAY,NH,H,HHW
Christ College ATM,21-07-2012,103,49,54,502200,300000,202200,SATURDAY,NH,H,WHH
Christ College ATM,22-07-2012,72,29,43,230700,148400,82300,SUNDAY,NH,H,HHW
Christ College ATM,23-07-2012,92,68,24,565800,496400,69400,SUNDAY,NH,H,HHW
Christ College ATM,24-07-2012,82,52,30,449600,348700,100900,SUNDAY,NH,H,HHW
Christ College ATM,25-07-2012,69,43,26,271400,220600,50800,SUNDAY,NH,H,HHW
Christ College ATM,26-07-2012,72,38,34,363400,196900,166500,SUNDAY,NH,H,HHW
Christ College ATM,27-07-2012,74,31,43,275500,125600,149900,SUNDAY,NH,H,HHW
Christ College ATM,28-07-2012,98,57,41,511500,330700,180800,SATURDAY,NH,H,WHH
Christ College ATM,29-07-2012,62,29,33,242500,111400,131100,SUNDAY,NH,H,HHW
Christ College ATM,30-07-2012,60,40,20,299100,243600,55500,SUNDAY,NH,H,HHW
Christ College ATM,31-07-2012,101,59,42,457100,275700,181400,SUNDAY,NH,H,HHW
